sequence,ticker,trade_date,team_id,llm_model,selected_analysts,trace_dir,source_report_dir,report_dir,decision_path,llm_calls,tool_calls,tokens_in,tokens_out,executive_summary
11,MU,2026-03-16,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\MU\0422-2358-MU\reports\2026-0316-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0316-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0316-MU\2_decision\summary.md,,0,,,"分析日期：2026-03-16
截面日期：2026-03-13
截面价格：426.13美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险未主导
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向偏多。公司层面Q2财报（3月18日）及HBM4量产等强劲催化临近，技术面在回调后以放量长阳修复结构，价格站回关键均线之上，上涨逻辑未破坏。尽管面临前高阻力测试和宏观波动，但核心叙事和趋势完整性支持在回调或突破确认后参与。
执行摘要：长期上升趋势稳固，中期回调后出现强劲反弹信号。关键公司催化（财报、HBM进展）即将落地，主导价格行为。建议避免追高，等待回调至支撑区或明确突破阻力后寻找更好入场位置。
关键催化因素：1. 2026年3月18日Q2财报发布及管理层对AI需求（尤其是HBM）的指引；2. HBM4已进入大批量生产并绑定NVIDIA下一代平台；3. 存储芯片行业周期上行，定价改善。
关键风险：1. 财报后“利好出尽”及获利了结压力；2. 股价接近430-445美元强阻力区，可能遇阻回落；3. 宏观地缘政治（伊朗局势）引发油价波动及市场风险偏好摇摆。
入场方式：1. 回调至410-395美元支撑区间企稳后分批参与；或 2. 放量突破430美元并站稳后，在回踩425-420美元区域时介入。
失效条件：收盘价有效跌破391美元（50日SMA）并无法快速收回，或跌破前低370美元，则中期上涨结构破坏，多头逻辑失效。
适合的场景：能承受高波动、理解半导体行业周期、愿意等待更好价格位置而非追高参与的投资者。
不适合的场景：追求绝对稳定、无法接受财报前后大幅波动或股价短期回撤的保守型投资者；希望立即入场并快速获利的短线交易者。
证据摘要：1. 技术面：长期均线多头排列，3月13日放量长阳收复关键均线（10日EMA、50日SMA），MACD与RSI从低位回升，结构转强。2. 基本面：2025财年业绩强劲复苏，现金流健康，AI内存（HBM）量产领先。3. 新闻面：财报与HBM进展等公司特异性催化明确，压倒宏观噪音成为主导驱动。4. 报告建议：整体偏向“回调参与”或“突破确认后跟随”，核心仍是顺势做多。"
12,MU,2026-03-17,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\MU\0422-2358-MU\reports\2026-0317-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0317-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0317-MU\2_decision\summary.md,,0,,,"分析日期：2026-03-17
截面日期：2026-03-16
截面价格：441.80美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险未主导
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向偏多。核心驱动是即将发布的财报（3月18日盘后）对AI内存（HBM）叙事的验证，行业基本面强劲，技术趋势结构完好。尽管财报前股价已部分反映预期且短期波动加剧，但上涨逻辑未破坏，当前阶段属于趋势中的事件驱动型整固，更可能的结果是财报消化后延续上行趋势。
执行摘要：技术面长期牛市格局稳固，短期面临前高阻力测试与财报事件。基本面处于行业上行周期，AI驱动的HBM需求是核心催化。策略上避免追高，应等待财报事件落地后或价格回调至关键支撑区再行介入。
关键催化因素：1. 2026年3月18日盘后Q2财报发布，重点关注HBM收入贡献及下一季度指引。2. AI内存（HBM）供应持续紧张，行业龙头预测短缺可能持续数年。3. HBM4已为英伟达投入量产，技术进展领先。
关键风险：1. 财报不及预期或指引疲软，导致“利好出尽”和获利了结。2. 财报前股价涨幅大、预期高，短期波动率（ATR）处于高位。3. 宏观层面地缘政治（伊朗局势）引发油价波动，影响市场风险偏好。
入场方式：等待价格回调至413-426美元支撑区间（10日EMA及前期平台附近）企稳后分批介入。或，若财报后股价带量强势突破并站稳454.86美元前高，可考虑顺势部分参与。
失效条件：收盘价有效跌破393.93美元（50日SMA）关键中期趋势支撑。
适合的场景：能承受高波动、采用分批建仓或事件后交易策略，并相信AI内存长期叙事的投资者。
不适合的场景：无法承受财报前后巨大股价波动、追求绝对低点买入或希望短期追涨交易的投资者。
证据摘要：1. 技术趋势：长、中、短期均线呈多头排列，MACD在零轴上方重新加速。2. 公司催化：财报在即，AI内存（HBM）供应紧张的核心叙事将接受财务验证，行业基本面强劲。3. 风险状态：尽管存在事件不确定性及高波动，但报告核心逻辑未转向防守，技术关键支撑未破，上涨趋势仍完整。"
13,MU,2026-03-18,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\MU\0422-2358-MU\reports\2026-0318-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0318-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0318-MU\2_decision\summary.md,,0,,,"分析日期：2026-03-18
截面日期：2026-03-17
截面价格：461.69美元
样本分型：公司催化趋势型
主导驱动：多因素混合主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向仍偏多。尽管财报后出现“利好兑现”式回调且宏观逆风压制短期情绪，但公司AI驱动的爆炸性业绩与指引已实质性强化基本面趋势，技术面呈现全面多头格局并放量突破。短期超买可能引发技术性回调，但上涨逻辑未破坏，核心是等待更好的风险收益比位置参与。
执行摘要：技术趋势强劲，基本面催化强劲落地，但短期涨幅过大叠加宏观逆风（美联储鹰派）导致波动加剧。未来1-2周更可能呈现“强势趋势中的回调整固”，而非趋势反转。建议避免追高，耐心等待回调至关键支撑区企稳后介入。
关键催化因素：1. 2026财年Q2业绩及Q3指引远超预期，证实AI对HBM需求爆炸性增长。2. 技术面放量突破前期震荡区间，均线呈多头排列，动量指标转强。
关键风险：1. 宏观逆风：美联储降息预期推迟压制成长股估值。2. 短期技术性超买：价格紧贴布林带上轨，波动率高，存在回调压力。3. 市场情绪：对资本开支增加和利润率可能见顶的担忧。
入场方式：等待价格回调至437.75-441.80美元（近期突破位支撑）或413.00-418.69美元（10日EMA及中期平台支撑）区间企稳后分批介入。
失效条件：收盘价有效跌破50日SMA（当前约396.90美元）关键中期趋势支撑。
适合的场景：看好AI存储长期逻辑，能承受高波动，并愿意等待回调机会的投资者。
不适合的场景：追求短期追涨杀跌、无法接受大幅日内回撤或对行业周期风险不了解的投资者。
证据摘要：1. 基本面：Q2业绩及Q3指引“爆表”，AI需求叙事坚实。2. 技术面：长中短期趋势均向上，放量突破，MACD金叉加速。3. 风险：财报后股价回调反映短期情绪与宏观压力，但未破坏技术结构与核心叙事。"
14,MU,2026-03-19,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\MU\0422-2358-MU\reports\2026-0319-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0319-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0319-MU\2_decision\summary.md,,0,,,"分析日期：2026-03-19
截面日期：2026-03-18
截面价格：461.73美元
样本分型：公司催化趋势型
主导驱动：多因素混合主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向仍偏多，上涨的核心逻辑（AI/HBM需求驱动的强劲基本面与完整技术趋势）未破坏。当前的回调压力主要源于财报后的获利了结与宏观风险情绪，这为趋势中的健康调整提供了更好的参与位置，而非趋势反转。
执行摘要：技术面长期与中期趋势完整且强劲，动量指标健康；公司基本面因创纪录财报得到验证，AI叙事坚实。短期面临宏观逆风（地缘风险）和技术性超买引发的回调压力，但这更可能构成上升趋势中的整固。核心策略是避免追高，等待回调至关键支撑区企稳后参与。
关键催化因素：1. AI驱动的HBM需求持续强劲，行业供应紧张支撑价格与营收。2. 公司创纪录的Q2业绩及强劲指引验证了基本面超级周期。3. 技术结构上V型反转及平台突破后的趋势惯性。
关键风险：1. 宏观地缘政治风险（中东局势）推高油价与通胀担忧，压制市场风险偏好及成长股估值。2. 短期技术性超买及高位放量滞涨，存在回调压力。3. 市场对资本开支大增及利润率可能见顶的担忧。
入场方式：等待价格回调至431.99美元（10日EMA）至418.69美元（前期突破平台）区间，出现缩量企稳信号后分批介入。
失效条件：价格跌破关键中期趋势支撑50日SMA（当前约398.93美元）并无法快速收回。
适合的场景：相信AI驱动存储器需求长期逻辑，并能承受行业周期波动与高贝塔属性的投资者；认可当前为趋势中继调整，并愿意耐心等待更好入场位置的交易者。
不适合的场景：无法承受高波动或短期大幅回撤的保守型投资者；要求立即入场并快速获利的短线追涨交易者；认为宏观风险将完全压倒个股基本面的投资者。
证据摘要：1. 技术趋势：多周期均线呈多头排列，MACD动能强劲，关键支撑（431.99, 418.69, 398.93）明确且未破。2. 公司催化：Q2财报营收同比激增196%，验证AI/HBM驱动的基本面拐点。3. 宏观与情绪：地缘风险引发市场避险情绪，造成短期抛压，但公司核心叙事未受根本挑战。4. 报告建议：技术报告结论为“看多但不做多”，建议回调参与；新闻与基本面报告均指出中期逻辑未破，短期调整后可能提供机会。"
15,MU,2026-03-20,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\MU\0422-2358-MU\reports\2026-0320-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0320-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0320-MU\2_decision\summary.md,,0,,,"分析日期：2026-03-20
截面日期：2026-03-20
截面价格：430.33美元
样本分型：公司催化趋势型
主导驱动：多因素混合主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向仍偏多，但过程将伴随高波动。核心逻辑在于强劲的公司基本面（AI内存需求远超供给）与长期技术趋势完好，为股价提供了坚实支撑。当前回调是对短期超买和宏观逆风的消化，并非趋势反转，更可能演变为高位震荡整固，为下一轮上涨蓄力。因此，未来1-2周更偏向于在关键支撑区域企稳后延续上涨趋势。
执行摘要：长期牛市格局明确，短期因宏观压力与获利了结出现技术性调整。上涨的核心驱动力（AI内存超级周期）未变，但高波动环境要求采取防守反击策略。建议等待股价回调至关键支撑区域再分批介入，避免追高。
关键催化因素：1. 公司CEO明确指引AI内存需求远超供应，强化长期增长叙事。2. 强劲的Q2业绩及多家投行上调目标价，提升估值锚。3. 行业层面内存芯片短缺持续，HBM/DRAM超级周期提供基本面支撑。
关键风险：1. 宏观风险：伊朗局势推高油价和美债收益率，压制成长股估值及市场风险偏好。2. 技术风险：短期高位放量下跌形成顶部结构，若关键支撑失守可能引发更深回调。3. 行业周期风险：市场对存储芯片“周期见顶”的担忧可能引发情绪波动。
入场方式：等待回调至关键支撑区域分批参与。重点关注两个区间：1. 初级支撑区：415.00-420.00美元。2. 核心支撑区：400.00-405.00美元（50日SMA附近）。若价格在此区域出现缩量企稳或看涨反转信号，可考虑建立多头仓位。
失效条件：1. 价格日线收盘价有效跌破395.00-400.00美元关键支撑带（涵盖50日SMA及前期平台）。2. 上涨的行业基本面逻辑被证伪，例如出现内存价格趋势逆转或公司未来季度指引显著疲软。
适合的场景：相信AI驱动存储需求长期增长，并能承受高波动的成长型投资者；寻求在行业景气周期中利用回调进行布局的交易者。
不适合的场景：追求稳定收益、无法接受剧烈价格波动的保守型投资者；试图在宏观不确定性中精准捕捉短期拐点的短线交易者。
证据摘要：1. 基本面：公司AI内存需求叙事强劲，财务健康（现金流充裕，盈利能力复苏）。2. 技术面：长期与中期均线多头排列，价格远高于200日及50日均线，长期趋势完好；短期回调测试支撑属于健康整固。3. 宏观与情绪：地缘政治与利率担忧构成短期压制，与公司基本面形成拉锯，但未主导破坏长期趋势。"
16,MU,2026-03-23,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\MU\0422-2358-MU\reports\2026-0323-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0323-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0323-MU\2_decision\summary.md,,0,,,"分析日期：2026-03-23
截面日期：2026-03-20
截面价格：422.90美元
样本分型：催化后高波动整理型
主导驱动：多因素混合主导
趋势完整性：边际走弱
风险状态：风险与机会拉锯
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。公司强劲的基本面与AI驱动的长期叙事，同宏观地缘政治风险引发的情绪压制、技术面短期顶部结构形成多空拉锯。价格更可能在高波动区间内震荡，以消化获利盘并等待宏观局势或技术面给出更清晰方向。
执行摘要：技术面显示长期趋势强劲但短期进入调整，出现天量冲高回落信号；基本面极其强劲但已被部分定价；宏观地缘风险是主要压制因素。多空力量在400-470美元宽幅区间内激烈博弈，未来1-2周缺乏明确的单边驱动，最合理的行动是暂时观望，等待局势明朗。
关键催化因素：1) 地缘政治紧张局势显著缓和，修复全球风险偏好；2) 存储芯片合约价涨幅超预期公布，强化盈利上行逻辑；3) 价格在400-410美元或370-380美元关键支撑区出现缩量企稳并反弹的技术信号。
关键风险：1) 伊朗局势升级导致霍尔木兹海峡航运中断，引发全球供应链担忧与风险资产抛售；2) 价格放量跌破400-405美元（50日SMA）关键中期支撑区域，破坏上涨结构；3) AI需求或存储价格出现不及预期的早期迹象。
入场方式：当前不建立新仓位。若未来价格放量突破471.34美元前高，可考虑趋势跟随；或等待价格回调至400-410美元支撑区并出现缩量企稳信号后，再评估做多机会。
失效条件：对于潜在的多头策略，失效条件是价格放量跌破370美元（布林带下轨及前期低点）。对于当前的观望策略，失效条件是上述关键催化或风险因素之一成为现实，从而打破多空平衡。
适合的场景：能接受高波动、愿意等待更清晰信号再行动的投资者；寻求在关键支撑位布局中长期多头头寸但需要更强确认的投资者。
不适合的场景：寻求短期明确方向性交易的短线交易者；无法接受价格在宽幅区间（如370-470美元）内剧烈震荡的投资者。
证据摘要：1) 技术面：股价自471.34美元高点天量回落，跌破10日EMA，MACD高位死叉，显示短期动能减弱，但长期均线（200日SMA）向上偏离度极大，50日SMA提供中期支撑，呈现“长期牛、短期调”格局。2) 基本面：财报显示盈利与现金流爆发，财务结构稳健，AI驱动HBM需求的长逻辑坚实。3) 宏观与新闻：伊朗紧张局势主导市场情绪，压制风险偏好，导致强劲财报后股价下跌，形成基本面与情绪面的显著背离。"
17,MU,2026-03-24,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\MU\0422-2358-MU\reports\2026-0324-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0324-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0324-MU\2_decision\summary.md,,0,,,"分析日期：2026-03-24
截面日期：2026-03-23
截面价格：404.35美元
样本分型：公司催化趋势型
主导驱动：多因素混合主导
趋势完整性：边际走弱
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向仍偏多，但短期处于利好消化与宏观情绪压制下的调整期。核心上涨逻辑（HBM需求强劲、财报验证周期上行）未破坏，当前回调至关键中期支撑（50日均线）附近，提供了更好的风险收益比参与位置。预计价格将在支撑区域震荡企稳，为后续延续趋势做准备。
执行摘要：股价在强劲财报催化后出现技术性回调，长期与中期趋势结构依然完好。建议采取回调分批买入策略，首要关注400-405美元（50日均线）支撑区域企稳信号，避免追高。
关键催化因素：1. HBM产能至2026年已完全预定，需求极度紧张；2. Q2财报业绩与指引大幅超预期，基本面强劲；3. 获得华尔街大幅上调目标价（如Raymond James上调至530美元）；4. 与特斯拉/太空探索Terafab计划的潜在关联提升叙事能见度。
关键风险：1. 短期宏观避险情绪（中东地缘政治）压制整体科技股风险偏好；2. 竞争对手（如SK海力士）扩大资本开支引发远期供应过剩担忧；3. 技术面动量指标（MACD、RSI）转弱，高位套牢盘形成阻力。
入场方式：回调至400-405美元（50日SMA附近）区间企稳后分批买入。次选关注387-390美元支撑区域。
失效条件：价格放量跌破365美元（布林带下轨/重要中期支撑），或50日移动平均线趋势确认拐头向下。
适合的场景：能承受较高波动、理解半导体周期特性、愿意分批布局中期趋势的投资者。
不适合的场景：寻求短期快速上涨、无法承受大幅回撤或偏好低波动稳定投资的交易者。
证据摘要：1. 基本面：财报验证存储周期上行与AI驱动的高增长，现金流强劲。2. 技术面：长期与中期均线（200日/50日SMA）仍保持明确上行，价格正测试关键动态支撑。3. 市场叙事：公司特异性催化（HBM需求、财报）是核心驱动力，虽与宏观风险及行业远期担忧形成拉锯，但上涨逻辑未遭破坏。4. 报告建议：技术报告与新闻报告均明确建议“回调参与”而非追涨或离场，符合趋势延续中的择机买入框架。"
18,MU,2026-03-25,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\MU\0422-2358-MU\reports\2026-0325-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0325-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0325-MU\2_decision\summary.md,,0,,,"分析日期：2026-03-25
截面日期：2026-03-24
截面价格：395.53美元
样本分型：催化后高波动整理型
主导驱动：催化消化主导
趋势完整性：边际走弱
风险状态：风险与机会拉锯
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。公司强劲的财报催化已落地，但突发的谷歌算法利空动摇了市场对长期增长逻辑的信心，导致股价高位放量回落并跌破关键短期均线。技术面显示短期动能转弱，进入调整消化阶段，而基本面与情绪面多空因素激烈拉锯，现有证据不足以明确支持价格在未来1-2周内重启上涨趋势或开启深度下跌。
执行摘要：技术面短期结构转弱，价格正消化前期暴涨与突发利空，预计将在关键支撑与阻力间震荡以寻求新平衡。建议暂时观望，等待市场对谷歌算法影响的进一步澄清或价格在关键支撑区域出现企稳信号。
关键催化因素：1. 下一季度财报指引能否持续强劲，缓解需求担忧；2. 行业对谷歌TurboQuant算法的后续反馈与澄清；3. 价格在370-380美元强支撑区域获得买盘支撑并企稳。
关键风险：1. 谷歌算法被证实广泛采用，结构性下调远期内存需求预期；2. 市场交易周期提前见顶逻辑，导致估值压缩；3. 股价放量跌破360美元，技术结构进一步破坏。
入场方式：当前不急于参与。若未来价格在370-380美元支撑区域出现日线级别企稳信号（如锤头线、RSI底背离）且伴随利空消化证据，可考虑转为择机买入。若价格放量突破并站稳425-430美元阻力区，则表明短期调整可能结束。
失效条件：对于潜在多头策略，失效条件是价格日线收盘价跌破360美元（布林带下轨下方）且无法快速收回。对于观望策略，失效条件是出现上述明确的转多或转空信号。
适合的场景：能够接受高波动、等待市场对多空信息进行定价的投资者；寻求在更清晰信号出现后再行动的波段交易者。
不适合的场景：寻求立即进行方向性押注的短线交易者；无法承受股价在支撑与阻力间宽幅震荡的投资者。
证据摘要：1. 技术面：股价自471.34美元高点放量回落，跌破10日EMA及50日SMA，MACD高位快速回落逼近死叉，显示短期上涨动能衰竭，进入调整。但长期均线仍向上，关键支撑（370-380美元）未破。2. 新闻面：爆炸性财报（强多）与谷歌算法利空（强空）形成直接冲突，市场情绪纠结，导致股价与宏观背景背离下跌。3. 基本面：财报显示周期复苏强劲，现金流与资产负债表健康，但远期需求逻辑面临质疑。多空因素在当前价位附近形成拉锯。"
19,MU,2026-03-26,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\MU\0422-2358-MU\reports\2026-0326-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0326-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0326-MU\2_decision\summary.md,,0,,,"分析日期：2026-03-26
截面日期：2026-03-25
截面价格：382.09美元
样本分型：催化后高波动整理型
主导驱动：催化消化主导
趋势完整性：已破坏
风险状态：风险主导
趋势判断：风险主导
建议行动：建议卖出
1-2周核心判断：未来1-2周方向偏空。技术面短期趋势明确转弱，关键中期均线失守，动量指标恶化且伴随巨量下跌，显示下跌动能强劲。尽管长期趋势未破，但近期谷歌TurboQuant算法引发的行业叙事冲击与市场对周期见顶的担忧形成共振，情绪面主导价格行为，短期风险释放尚未完成，防守需求明确。
执行摘要：技术结构转弱，叙事冲击引发抛售，短期风险占优。建议持仓者利用反弹减仓或严格止损，潜在买入者应继续观望，等待明确的企稳信号。
关键催化因素：1. 谷歌TurboQuant AI算法发布，引发市场对AI内存长期需求的担忧，构成重大情绪与叙事冲击。2. 优异财报后市场逻辑切换，从交易当期业绩转向定价未来周期下行风险。
关键风险：1. 短期技术趋势已逆转，下跌动量强劲，存在进一步探底风险。2. 行业需求叙事面临挑战，若悲观预期固化或行业数据走软，将加剧下跌。3. 宏观地缘政治风险推高市场整体波动率。
入场方式：已有持仓者，可将价格反弹至404-405美元（50日SMA及缺口阻力）附近视为减仓或止损上移的参考点。
失效条件：1. 价格放量强势突破并站稳422-426美元阻力区上方，显示下跌动能衰竭。2. 未来1-2周内出现明确的日线级别底部反转形态（如双底、头肩底）并伴随成交量确认。
适合的场景：适合已有持仓且寻求风险管理的投资者执行防守策略；适合风险偏好较高的短线交易者捕捉技术性反弹后离场。
不适合的场景：不适合试图左侧抄底或新建多头仓位的投资者；不适合无法承受高波动和进一步下跌风险的交易者。
证据摘要：技术面：价格跌破所有短期均线及50日SMA关键支撑，MACD零下死叉，RSI进入弱势区，高位放量下跌结构明确。新闻面：行业叙事遭受冲击，市场无视优异财报而聚焦远期风险，情绪悲观。基本面：虽长期健康，但无法抵消短期技术与情绪面的主导力量。"
20,MU,2026-03-27,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\MU\0422-2358-MU\reports\2026-0327-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0327-MU,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\MU\0423-1216-MU\reports\2026-0327-MU\2_decision\summary.md,,0,,,"分析日期：2026-03-27
截面日期：2026-03-26
截面价格：355.46美元
样本分型：催化后高波动整理型
主导驱动：多因素混合主导
趋势完整性：已破坏
风险状态：风险主导
趋势判断：风险主导
建议行动：建议卖出
1-2周核心判断：未来1-2周，股价处于深度回调与风险主导阶段。技术面中期趋势已破坏，MACD下穿零轴，价格跌破关键均线支撑。尽管公司HBM4量产等长期基本面积极，但短期完全被地缘政治风险、行业情绪扰动及技术性抛压主导。市场需要时间消化恐慌情绪和套牢盘，直接V型反转概率低，防守是未来1-2周更占优的方向。
执行摘要：技术面显示中期上升趋势已破坏，处于天量见顶后的深度调整。宏观地缘风险与行业技术颠覆担忧压制了公司积极的基本面叙事，导致风险偏好骤降。未来1-2周更可能延续调整或弱势震荡，应以风险控制和保护既有利润为主。
关键催化因素：1. 地缘政治局势（伊朗）出现实质性缓和，油价回落。2. 价格在关键支撑区（如345-350美元）形成明确止跌结构并伴随成交量确认。3. HBM4交付或客户订单取得突破性进展。
关键风险：1. 地缘政治升级导致避险情绪持续。2. 价格放量跌破345美元支撑，下探更深位置。3. Alphabet的AI内存优化技术引发更广泛的行业需求担忧。
入场方式：对于已有持仓，建议利用向第一阻力位（404-410美元）的反弹进行减仓，或设置移动止损于近期低点350美元下方。
失效条件：价格在未来1-2周内强势收复并站稳50日SMA（约404.70美元）上方，且MACD出现金叉，表明调整结束、中期趋势修复。
适合的场景：已有多头持仓寻求反弹减仓以锁定利润或控制回撤；风险偏好高的交易者试图捕捉超跌反弹（但报告明确提示风险极高）。
不适合的场景：基于长期基本面逻辑新建多头仓位；任何形式的“抄底”或逆势买入。
证据摘要：技术面：价格已显著跌破50日SMA，MACD下穿零轴转负，呈现“天量见顶”后的放量下跌结构。新闻面：地缘政治风险（伊朗）引发全板块无差别抛售，Alphabet的新技术冲击行业长期需求预期，压倒公司层面HBM4量产利好。基本面：虽财务数据强劲，但市场焦点已转向“周期见顶”担忧和宏观风险溢价。报告整体建议持仓者反弹减仓，潜在买入者耐心等待企稳右侧信号，核心逻辑偏向防守。"
