sequence,ticker,trade_date,team_id,llm_model,selected_analysts,trace_dir,source_report_dir,report_dir,decision_path,llm_calls,tool_calls,tokens_in,tokens_out,executive_summary
11,2513.HK,2026-03-16,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0316-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0316-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0316-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-16
截面日期：2026-03-13
截面价格：530.0美元
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。技术面呈现高位宽幅震荡，价格跌破短期均线，上涨动能减弱，但长期趋势与关键支撑（500-510美元）尚未破坏。基本面缺乏短期催化剂且现金流压力巨大，宏观层面地缘政治风险主导市场情绪，带来高度不确定性。多空因素（技术支撑 vs 宏观风险与基本面弱势）相互抵消，现有证据不足以明确偏向上涨或下跌。
执行摘要：技术结构处于趋势中的高位整理，但宏观风险事件（中东冲突）构成显著且难以定价的短期压制。在缺乏公司层面催化剂的背景下，未来1-2周价格更可能在关键支撑与阻力间震荡，以等待宏观局势明朗或技术面出现更清晰的方向选择信号。
关键催化因素：1. 地缘政治局势意外缓和，推动全球风险偏好修复。2. 价格在500-510美元关键支撑区间强势企稳并伴随成交量放大。3. 公司发布超预期的业务进展或重大合同公告（但当前无此预期）。
关键风险：1. 地缘冲突扩大化导致油价飙升和风险资产遭无差别抛售。2. 价格有效跌破500美元整数关口，引发技术性卖盘。3. 在信息真空期，公司隐含的基本面脆弱性（现金流消耗）被市场重新定价。
入场方式：当前不急于建立新仓位。若未来价格能放量突破并站稳582-600美元阻力区，可考虑趋势转强；若价格跌至425-450美元（布林带下轨与均线区）并出现明确企稳信号，可评估多头机会。
失效条件：对于潜在多头观点，失效条件是价格日线或周线收盘有效跌破500美元关口且无法快速收回。对于潜在空头观点，失效条件是价格强势收复565-575美元（10日EMA）阻力并向上突破。
适合的场景：能承受极高波动、擅长区间交易且能紧密跟踪地缘政治事件与油价走势的短线交易者；等待更明确方向信号的中期投资者。
不适合的场景：寻求明确单边趋势或基本面支撑的投资者；风险承受能力较低或无法实时跟踪宏观事件的投资者。
证据摘要：1. 技术面：长期均线多头排列，但价格跌破10日EMA，MACD动量收缩，处于布林带中轨下方宽幅震荡，方向不明。2. 基本面：公司处于战略性亏损阶段，现金流消耗严重，无短期盈利改善催化剂。3. 宏观与新闻：中东地缘政治危机升级主导市场情绪，构成重大不确定性；公司层面处于新闻真空状态。4. 报告整体基调：技术报告建议“回调参与”而非追涨；新闻报告建议“观察为主”；基本面报告建议“规避”或“仅作为高风险配置”。综合判断为方向不清。"
12,2513.HK,2026-03-17,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0317-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0317-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0317-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-17
截面日期：2026-03-16
截面价格：605.0港元
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足，多空因素相互抵消。技术面处于长期强势后的高位震荡整理，动量衰减且波动极高，缺乏明确突破信号。基本面风险突出但现金储备提供窗口期，宏观地缘风险构成压制但无公司级催化。整体证据不足以支持偏向上涨或下跌任一方向。
执行摘要：技术面呈现高位震荡收敛，等待方向选择；基本面处于高风险高投入阶段，缺乏短期催化；宏观地缘风险压制风险偏好。综合判断，未来1-2周最合理的做法是不押方向，保持观望。
关键催化因素：1. 技术面放量突破725.0港元前高；2. 公司发布重大新订单或商业进展公告；3. 美伊地缘政治局势出现明确缓和信号。
关键风险：1. 技术面有效跌破560-575港元关键支撑区；2. 宏观地缘冲突升级导致风险偏好进一步恶化；3. 基本面融资环境预期转差或现金消耗超预期。
入场方式：当前不急于参与。若未来价格放量突破725.0港元并站稳，可考虑趋势跟随；或若价格回调至510-528港元更强支撑区并出现企稳信号，可结合当时基本面消息轻仓评估。
失效条件：对于潜在的转多机会，失效条件为价格收盘价跌破560.0港元支撑。
适合的场景：1. 擅长区间震荡交易且能承受极高波动的短线交易者；2. 等待更明确技术突破或基本面催化右侧信号的趋势交易者。
不适合的场景：1. 寻求财务稳健、低波动投资的投资者；2. 试图在当前价位进行方向性重仓押注的投资者。
证据摘要：1. 技术面：价格远离均线但高位震荡，MACD动量衰减，布林带收窄，ATR极高，处于关键阻力725与支撑560-575之间，方向不明。2. 基本面：收入基础初具但亏损巨大，财务结构脆弱，现金储备充足但依赖融资，缺乏近期公司催化。3. 宏观面：地缘政治风险升温推高成本并压制风险偏好，无公司利好对冲。"
13,2513.HK,2026-03-18,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0318-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0318-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0318-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-18
截面日期：2026-03-17
截面价格：621.5美元
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。技术面呈现强势但超买，处于高位整理，建议等待回调或突破确认。基本面存在严重的财务结构风险且缺乏近期催化剂。宏观层面地缘政治风险主导市场情绪，构成显著逆风。多空因素（技术强势与宏观风险、基本面脆弱）互相抵消，导致未来1-2周缺乏明确的上涨或下跌方向。
执行摘要：技术结构处于长期上升趋势中的高位整理，但短期面临超买调整压力与宏观风险冲击。公司基本面脆弱且无近期催化，宏观不确定性极高。综合判断，未来1-2周最合理的做法是不押方向，等待技术面关键位置（支撑/阻力）的测试结果或宏观局势明朗。
关键催化因素：1. 技术面放量强势突破697-708美元关键阻力区域。2. 地缘政治风险出现显著缓和信号，全球风险偏好修复。3. 公司发布超预期的业务进展、重大合同或财务数据。
关键风险：1. 地缘政治冲突升级，持续压制全球科技股风险偏好与港股流动性。2. 技术面价格有效跌破550-560美元关键支撑区域，导致上升结构破坏。3. 公司基本面资不抵债与流动性危机引发市场担忧。
入场方式：当前不急于建立新仓位。若未来价格带量突破708美元，可考虑趋势跟随；或若价格回调至550-560美元支撑区域并出现企稳信号，可评估宏观环境后考虑分批介入。
失效条件：对于潜在多头策略，失效条件为收盘价有效跌破550美元支撑位且反弹无力。
适合的场景：作为观察标的，用于监控AI板块情绪、技术面关键位博弈结果或宏观风险演变。
不适合的场景：寻求基本面稳健的价值投资；进行短期方向性押注；风险承受能力较低的投资者进行交易。
证据摘要：1. 技术面：长中期趋势向上，但RSI近超买，价格处于前高阻力区域下方整理，报告核心建议是“看多但不追多”，等待回调参与。2. 基本面：公司处于“烧钱”研发阶段，资不抵债，现金流为负，缺乏短期自身催化剂。3. 宏观与新闻：地缘政治风险急剧升温主导市场，公司层面无新闻，股价易受外部情绪摆布。三者结合，方向证据矛盾，不足以支持未来1-2周明确看涨或看跌。"
14,2513.HK,2026-03-19,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0319-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0319-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0319-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-19
截面日期：2026-03-18
截面价格：742.5美元
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：尽管宏观风险（地缘冲突、高利率）构成显著逆风且公司层面缺乏近期催化剂，但技术结构显示长期与中期上升趋势极为强劲且未破坏。价格行为呈现“放量突破、缩量回调、再放量创新高”的良性特征，当前更接近趋势中的高位整固与短期超买修复。未来1-2周方向仍偏多，但鉴于短期涨幅巨大、波动率高且存在宏观扰动，上涨路径可能伴随剧烈震荡，更适合等待回调至关键支撑区域参与，而非追高。
执行摘要：技术趋势强劲未破，但宏观逆风与高波动性抑制短期追涨动能。核心策略是看多但不追高，等待价格向关键支撑区回调后分批介入，以把握趋势延续的机会。
关键催化因素：1. 技术面：价格在关键支撑区（如560-620美元）企稳后再次放量突破前高765.0美元，可能开启新一轮上涨。2. 基本面：公司若在未来1-2周发布超预期的业务进展或融资利好，可能形成独立催化剂。3. 宏观面：中东局势意外缓和或美联储释放宽松信号，可能快速改善全球风险偏好。
关键风险：1. 宏观系统性风险：中东冲突升级或油价持续飙升引发全球“滞胀”交易，导致股市普跌。2. 技术面风险：价格有效跌破关键中期支撑（如555.5美元），破坏上涨结构。3. 公司基本面风险：融资环境恶化或现金流危机担忧加剧，在缺乏正面新闻的真空期放大抛压。
入场方式：等待价格回调至关键支撑区域分批介入。重点关注两个区间：1）620-600美元区域（测试10日EMA及近期低点）；2）560-555美元区域（中期强支撑平台）。在区间内出现企稳信号时参与。
失效条件：收盘价有效跌破555.5美元的中期强支撑平台，表明上涨结构可能破坏，趋势转为高位震荡或深度回调。
适合的场景：能承受极高波动、理解并愿意承担宏观与个股基本面高风险、遵循严格止损纪律的趋势交易者；看好AI赛道长期前景，并愿意通过回调分批方式建立试探性仓位的投资者。
不适合的场景：风险厌恶型或价值投资者；寻求稳定收益或股息回报的投资者；无法忍受单日巨幅波动或潜在大幅回撤的交易者。
证据摘要：1. 技术趋势：长、中、短期均线呈多头排列，价格远高于200日及50日SMA，上升结构明确。2. 动量与量价：MACD维持高位正值，RSI自超买区回落至中性偏强；关键突破伴随放量，量价配合健康。3. 宏观与基本面：宏观风险主导市场情绪构成逆风，公司处于财务高风险的战略亏损期，但国内电子/算力行业高景气提供背景支撑。综合来看，技术趋势力量在当前阶段仍占主导，支持“趋势延续”的判断。"
15,2513.HK,2026-03-20,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0320-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0320-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0320-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-20
截面日期：2026-03-19
截面价格：659.0美元
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。技术面显示长期趋势虽未破坏，但短期处于高位剧烈震荡、动量衰减状态，且面临关键阻力。基本面存在极高财务风险但非短期新变量。宏观层面地缘政治风险加剧，构成显著负面压力，而公司层面缺乏独立催化剂。多空因素（长期趋势 vs. 宏观风险与短期超买）相互抵消，现有证据不足以明确偏向上涨或下跌。
执行摘要：技术趋势完好但短期超买震荡，宏观风险主导市场情绪，公司无新催化。未来1-2周最合理的做法是不押方向，等待宏观风险明朗或价格在关键支撑/阻力区域做出明确选择。
关键催化因素：1. 地缘政治局势意外缓和，提振全球风险偏好；2. 公司发布远超预期的业务进展或融资利好。
关键风险：1. 美伊冲突升级引发全球市场避险抛售；2. 公司极高的财务杠杆与流动性风险；3. 股价高位波动剧烈，技术性回调风险。
入场方式：当前不急于参与。若未来价格放量突破765.0美元前高，可能意味着短期调整结束和上涨趋势重启，可考虑转向偏多。若价格有效跌破560.0-575.0美元强支撑区域，则下行风险加剧，应转向防守。
失效条件：不适用（当前状态为观望）。
适合的场景：作为高风险科技股配置的一部分，进行事件驱动交易；能够承受极高波动并紧密跟踪宏观事件与公司融资进展的投资者。
不适合的场景：寻求稳定收益的价值投资；风险厌恶型投资者；无法承受短期内大幅本金损失的投资者。
证据摘要：1. 技术面：长期均线多头排列，但价格高位震荡，MACD顶背离，RSI自超买区回落，显示短期动能不足。2. 基本面：公司处于高成长高亏损阶段，资不抵债，现金流依赖融资，但无新增短期恶化信息。3. 新闻/宏观：公司层面信息真空，缺乏催化剂；宏观上地缘冲突升级、全球增长预期下调，构成显著风险偏好压制。"
16,2513.HK,2026-03-23,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0323-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0323-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0323-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-23
截面日期：2026-03-20
截面价格：630.5美元
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。技术面呈现高位整理、动量衰减特征，缺乏明确方向指引；基本面处于信息真空期，无法提供内在驱动；宏观地缘政治风险加剧，构成显著外部不确定性。多空因素互相抵消，当前最合理的判断是先不押方向。
执行摘要：技术面显示股价在经历爆发式上涨后进入高位震荡整理，短期动量减弱。公司层面无任何新闻催化剂，基本面信息真空。宏观地缘政治风险（美伊冲突）显著升级，压制市场风险偏好。综合来看，未来1-2周股价走势将更多受难以预测的宏观情绪和板块波动主导，而非明确的公司特定逻辑，方向不够清晰，建议保持观望。
关键催化因素：1）公司层面发布重大业务进展、财务数据或产品公告；2）宏观地缘政治风险出现确定性缓和信号；3）国内针对AI等领域出台超预期的具体扶持政策。
关键风险：1）地缘政治冲突升级导致全球避险情绪加剧，资金流出港股市场；2）公司财务结构脆弱（净资产为负、高现金消耗）若叠加融资环境恶化，将引发市场担忧；3）在信息真空期，任何未披露的潜在负面运营变化可能造成股价意外波动。
入场方式：当前不急于参与。若未来价格能放量突破765.0美元前高，可能意味着整理结束和趋势重启，可考虑转多。若价格放量跌破555.5美元关键支撑，则中期结构破坏，应转向防御。
失效条件：本观望建议的失效条件是出现明确的单方向驱动因素。例如：公司发布显著超预期的正面业务公告，或宏观风险出现根本性缓和，同时股价出现相应的强势技术信号（如放量突破关键阻力）。
适合的场景：风险偏好中性、能接受高波动不确定性、等待更清晰信号再行动的投资者；短期交易风格，擅长根据事件催化进行决策的投资者。
不适合的场景：寻求明确短期方向进行趋势跟踪的投资者；基于强劲基本面或技术面动量进行立即布局的投资者；风险厌恶型投资者。
证据摘要：1）技术面：长期趋势向上但短期动量衰减（MACD柱状线收缩），价格自高点回落进入高位震荡，关键支撑（555.5-600.0）与阻力（700.0-765.0）明确，方向不明。2）基本面：报告期内无任何公司新闻，处于信息真空期；财务呈现高研发投入、深度亏损、依赖融资的早期特征，短期无法提供方向性指引。3）宏观面：地缘政治风险（美伊冲突）升级，成为主导市场情绪的负面因素，压制风险资产偏好，但国内科技创新政策提供长期背景支撑。多空因素交织。"
17,2513.HK,2026-03-24,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0324-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0324-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0324-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-24
截面日期：2026-03-23
截面价格：590.0美元
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。技术面处于长期强势中的短期调整，价格在关键支撑（555-570）与阻力（640-650）之间面临方向选择。宏观层面地缘政治风险压制风险偏好，而公司层面缺乏特异性催化剂。多空因素（强劲趋势 vs. 高波动调整 vs. 宏观不确定性）相互抵消，现有证据不足以支持未来1-2周明显偏向上涨或下跌。
执行摘要：主要上升趋势未破坏，但短期面临高波动调整和宏观风险。在价格于关键支撑区企稳或突破短期阻力前，以及宏观情绪明朗前，最合理的行动是不押方向，保持观望。
关键催化因素：1. 价格在555-570美元或510-530美元支撑区出现企稳反弹信号。2. 美伊地缘政治冲突出现缓和迹象。3. 4月底数字中国建设峰会释放超预期的AI产业利好政策。
关键风险：1. 美伊冲突升级导致全球风险资产抛售。2. 价格放量跌破510-530美元核心支撑带，破坏中期上升结构。3. 公司完全依赖外部融资的脆弱基本面在风险厌恶环境下被重新定价。
入场方式：当前不急于参与。若转多，需价格在555-570美元支撑区企稳（如出现缩量十字星或阳线反包）并伴随成交量放大。若转空，需价格放量跌破510美元支撑。
失效条件：若价格放量突破并站稳640-650美元阻力区，则观望的谨慎立场失效，趋势可能重新转强。若价格放量跌破510美元支撑，则震荡格局失效，下行风险主导。
适合的场景：风险偏好中性、能接受高波动的投资者；等待价格选择方向或宏观事件明朗后再做决策的投资者。
不适合的场景：寻求明确短期方向进行趋势跟踪的投资者；无法承受股价剧烈波动的低风险偏好投资者。
证据摘要：1. 技术面：长期与中期均线多头排列，但价格跌破10日EMA，处于布林带中轨附近争夺，RSI中性，动量放缓，显示短期方向不明。2. 基本面：公司处于“烧钱”研发阶段，资不抵债，依赖融资，缺乏短期盈利催化，基本面无法提供方向指引。3. 新闻/宏观：公司新闻真空，行业长期利好（数字中国政策）与短期宏观利空（地缘冲突）相互对冲，主导市场情绪。"
18,2513.HK,2026-03-25,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0325-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0325-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0325-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-25
截面日期：2026-03-24
截面价格：655.0美元
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：长期与中期上涨趋势结构完好，价格远高于关键均线。短期处于高位震荡消化获利盘，但技术报告核心建议是“回调买入”，而非转向防守。未来1-2周更可能是在关键支撑区（如590-630美元）企稳整固，为延续原趋势做准备，而非开启下跌趋势。
执行摘要：技术面长期与中期趋势强劲，短期为高位整固。公司新闻静默，基本面呈现高增长高亏损特征，但充裕现金提供缓冲。未来1-2周方向仍偏多，但鉴于高波动，建议等待回调至关键支撑区域再行参与。
关键催化因素：1. 技术面长期与中期均线多头排列，趋势结构稳固。2. AI行业日均词元调用量数据强劲，支撑行业长期叙事。3. 公司账上现金充裕，为业务发展提供时间窗口。
关键风险：1. 短期涨幅大、波动率高（ATR达84），追高风险大。2. 公司层面信息静默，缺乏近期催化剂。3. 基本面亏损严重，经营现金流为负，估值依赖市场情绪。
入场方式：等待价格回调至590.0-630.0美元区间企稳后分批参与。
失效条件：价格放量跌破555.0-560.0美元的关键支撑平台。
适合的场景：能承受高波动、认同AI长期叙事、并愿意采用回调分批策略的风险偏好投资者。
不适合的场景：寻求稳定收益的价值投资者、无法忍受大幅回撤的保守投资者、或希望立即追涨的短线交易者。
证据摘要：1. 技术趋势：200日/50日均线明确上行，价格大幅高于均线，长期结构完好。2. 价格行为：处于突破后高位整理，报告核心建议为“回调买入”。3. 宏观与行业：AI行业需求数据积极，但公司特异性催化缺失。4. 基本面：高增长高亏损，现金储备充足但短期无法改善盈利，属于典型成长股特征，未破坏上涨叙事。"
19,2513.HK,2026-03-26,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0326-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0326-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0326-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-26
截面日期：2026-03-25
截面价格：760.0美元
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。技术面显示长期趋势强劲但短期处于高波动、超买后的修正阶段，价格在关键阻力（765）与支撑（650）间宽幅震荡。基本面提供独立上涨动力，公司处于信息真空期且财务结构高风险。宏观面被地缘政治风险主导，构成显著下行压力。多空因素（强劲趋势 vs. 宏观风险与高波动）相互抵消，未来1-2周更可能呈现区间震荡格局，缺乏清晰的单边方向。
执行摘要：技术趋势完好但短期超买且波动极高，基本面缺乏近期催化剂且财务风险高，宏观地缘冲突构成主要下行风险。多空力量在当前位置拉扯，未来1-2周最合理的策略是暂不押注方向，等待价格在关键区间内做出选择或宏观局势明朗。
关键催化因素：1. 地缘政治局势意外缓和（如停火协议），引发全球风险偏好反弹。2. 公司发布超预期的业绩或重大合作公告，打破信息真空。3. 价格放量有效突破765美元阻力，打开新的上行空间。
关键风险：1. 美伊冲突升级或油价飙升，导致全球市场恐慌性抛售。2. 高波动环境下，价格向布林带中轨（604美元）甚至关键支撑（590-600美元）深度回调。3. 公司基本面脆弱性在宏观冲击下被放大。
入场方式：当前不急于参与。若未来价格放量突破765美元且宏观风险缓和，可考虑转向偏多。若价格回调至590-600美元关键支撑区域并出现企稳信号，同时宏观面无进一步恶化，也可评估偏多机会。
失效条件：1. 价格收盘价有效跌破550-560美元中期关键支撑区域，可能意味着上升趋势破坏。2. 美伊冲突急剧升级，导致系统性风险全面爆发，此时任何技术支撑都可能失效。
适合的场景：适合能够忍受极高波动、擅长区间波段交易且对宏观事件敏感的投资者。作为观察样本，用于跟踪地缘风险对高波动成长股的影响。
不适合的场景：不适合寻求稳定收益、低风险偏好的投资者。不适合基于清晰单边趋势进行交易的策略。在宏观不确定性消除前，不适合重仓或作为核心持仓。
证据摘要：1. 技术面：长期均线多头排列，但价格高位宽幅震荡，MACD顶背离，RSI自超买回落，ATR极高，显示动量衰减且波动巨大。2. 基本面：公司处于信息真空期，无近期催化；财务呈现巨额亏损与负资产，高度依赖融资，虽现金储备充足但无法提供短期上涨动力。3. 宏观面：美伊军事冲突主导市场情绪，风险偏好下降，对港股及风险资产构成压制，抵消了长期技术趋势的积极影响。三者结合指向方向性不足。"
20,2513.HK,2026-03-27,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0327-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0327-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round18\reports\2513.HK\0423-0123-2513HK\reports\2026-0327-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-27
截面日期：2026-03-26
截面价格：684.0美元
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。技术面呈现长期趋势向上但短期高波动整理的特征，上涨动能放缓且出现顶背离，价格处于关键支撑与阻力之间。宏观层面地缘政治风险急剧升温，构成重大不确定性并主导市场情绪，而公司层面缺乏催化剂。多空因素（技术趋势支撑 vs. 宏观风险与短期超买消化）相互抵消，现有证据不足以在未来1-2周明确偏向上涨或下跌。
执行摘要：技术结构显示长期牛市格局未变，但短期处于高位剧烈震荡消化阶段。宏观地缘风险成为主导因素，公司处于新闻真空期。综合判断，未来1-2周最合理的做法是不押方向，等待价格在关键支撑区域企稳或宏观风险出现缓和信号。
关键催化因素：1. 地缘政治局势意外缓和，推动全球风险偏好回升。2. 股价在600-650美元关键支撑区间出现企稳缩量信号，并伴随成交量放大重新走强。3. 公司发布超预期的业务进展或重大客户合作公告。
关键风险：1. 中东地缘冲突升级或持续，导致全球风险资产持续承压。2. 股价放量跌破600美元关键平台支撑，技术结构转弱。3. 宏观避险情绪引发港股流动性下降及科技板块整体估值收缩。
入场方式：当前不急于参与。若未来价格在600-650美元支撑区间内出现明确的企稳回升信号（例如日线收盘站稳655美元上方且RSI拐头向上），可考虑转为偏多。若股价放量突破765-790美元阻力区且宏观风险缓和，也可视为趋势强化信号。
失效条件：1. 股价放量跌破600美元关键支撑位，表明整理平台下破，短期技术结构破坏。2. 地缘政治风险显著恶化，引发市场系统性抛售。
适合的场景：适应高波动市场环境，能接受短期无方向震荡，愿意等待更清晰信号再行动的投资者。
不适合的场景：寻求短期明确单边趋势进行追涨杀跌的交易者；无法承受宏观事件导致股价大幅跳空风险的投资者。
证据摘要：1. 技术面：长中期均线多头排列，但价格高位震荡，MACD顶背离，RSI自超买区回落，显示短期动能衰减。2. 宏观面：美伊冲突升级主导市场情绪，构成重大利空，压制风险偏好。3. 基本面：公司处于高投入亏损阶段，无近期催化，基本面无法提供短期方向指引。4. 报告基调：技术报告建议“回调参与”而非追涨；新闻报告结论为“宏观风险压倒性主导”；基本面报告指出财务风险高，建议新投资者回避。整体呈现“等待与观察”特征。"
